model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize,car_age,usage_category,price_tier,annual_mileage,liquidity_score,as_bargin
 2 Series,2016,11999,Manual,56953,Diesel,30,64.2,2.0,10,Высокое использование,Бюджетные,5695.3,60.9,False
 X5,2015,21250,Automatic,78902,Diesel,160,50.4,2.0,11,Высокое использование,Премиум,7172.9,54.4,False
 5 Series,2017,22499,Automatic,13022,Diesel,145,60.1,3.0,9,Высокое использование,Премиум,1446.9,70.9,False
 3 Series,2011,6500,Manual,70418,Petrol,160,44.8,2.0,15,Высокое использование,Бюджетные,4694.5,43.7,False
 i3,2016,18999,Automatic,9990,Electric,0,470.8,0.0,10,Высокое использование,Средний класс,999.0,68.4,False
 3 Series,2016,13199,Manual,42170,Diesel,30,67.3,2.0,10,Высокое использование,Бюджетные,4217.0,63.3,False
 2 Series,2017,18299,Automatic,22502,Diesel,145,55.4,2.0,9,Высокое использование,Средний класс,2500.2,69.4,False
 1 Series,2016,13580,Manual,36994,Petrol,125,52.3,1.5,10,Высокое использование,Бюджетные,3699.4,64.1,False
 1 Series,2016,11299,Manual,29374,Petrol,125,53.3,1.5,10,Высокое использование,Бюджетные,2937.4,65.3,False
 1 Series,2016,14499,Manual,13388,Petrol,125,52.3,1.5,10,Высокое использование,Бюджетные,1338.8,67.9,False
 1 Series,2016,12869,Manual,23954,Petrol,125,52.3,1.5,10,Высокое использование,Бюджетные,2395.4,66.2,False
 3 Series,2016,18899,Automatic,19300,Diesel,160,51.4,3.0,10,Высокое использование,Средний класс,1930.0,66.9,False
 2 Series,2016,10799,Manual,53653,Diesel,30,65.7,2.0,10,Высокое использование,Бюджетные,5365.3,61.4,True
 2 Series,2016,11699,Manual,29719,Diesel,0,74.3,1.5,10,Высокое использование,Бюджетные,2971.9,65.2,True
 3 Series,2014,8999,Manual,70968,Diesel,20,68.9,2.0,12,Высокое использование,Бюджетные,5914.0,52.6,True
 4 Series,2016,15500,Automatic,67429,Petrol,145,48.7,2.0,10,Высокое использование,Средний класс,6742.9,59.2,False
 3 Series,2016,14887,Automatic,45716,Hybrid,0,134.5,2.0,10,Высокое использование,Бюджетные,4571.6,62.7,False
 4 Series,2016,13899,Automatic,34990,Diesel,30,65.7,2.0,10,Высокое использование,Бюджетные,3499.0,64.4,True
 1 Series,2012,9440,Automatic,48220,Diesel,30,62.8,2.0,14,Высокое использование,Бюджетные,3444.3,50.3,False
 1 Series,2015,9799,Manual,49096,Diesel,20,68.9,2.0,11,Высокое использование,Бюджетные,4463.3,59.1,False
 X1,2013,9499,Manual,45750,Diesel,160,51.4,2.0,13,Высокое использование,Бюджетные,3519.2,53.7,False
 3 Series,2016,17106,Automatic,22019,Hybrid,0,148.7,2.0,10,Высокое использование,Средний класс,2201.9,66.5,False
 1 Series,2016,11759,Manual,55987,Diesel,20,70.6,1.5,10,Высокое использование,Бюджетные,5598.7,61.0,False
 4 Series,2015,15999,Automatic,32558,Diesel,145,55.4,3.0,11,Высокое использование,Средний класс,2959.8,61.8,False
 3 Series,2018,17799,Automatic,18506,Diesel,145,64.2,2.0,8,Высокое использование,Средний класс,2313.2,73.0,False
 2 Series,2015,12449,Manual,23195,Diesel,20,74.3,1.5,11,Высокое использование,Бюджетные,2108.6,63.3,False
 3 Series,2016,9449,Manual,97758,Diesel,20,72.4,2.0,10,Высокое использование,Бюджетные,9775.8,54.4,True
 X1,2016,16995,Automatic,44016,Diesel,150,55.4,2.0,10,Высокое использование,Средний класс,4401.6,63.0,False
 X1,2015,7492,Manual,104000,Diesel,30,62.8,2.0,11,Высокое использование,Бюджетные,9454.5,50.4,True
 X3,2015,11793,Automatic,113000,Diesel,145,54.3,2.0,11,Высокое использование,Бюджетные,10272.7,48.9,True
 X3,2015,10991,Automatic,130000,Diesel,145,54.3,2.0,11,Высокое использование,Бюджетные,11818.2,46.2,True
 1 Series,2014,5993,Manual,113000,Diesel,0,74.3,1.6,12,Высокое использование,Бюджетные,9416.7,45.9,True
 4 Series,2017,21499,Automatic,16389,Diesel,145,51.4,3.0,9,Высокое использование,Премиум,1821.0,70.4,False
 X5,2015,26500,Automatic,31885,Diesel,160,52.3,2.0,11,Высокое использование,Премиум,2898.6,61.9,False
 3 Series,2016,13795,Automatic,57851,Diesel,30,64.2,2.0,10,Высокое использование,Бюджетные,5785.1,60.7,False
 2 Series,2015,10706,Manual,27562,Diesel,20,68.9,2.0,11,Высокое использование,Бюджетные,2505.6,62.6,True
 5 Series,2017,16610,Automatic,43316,Diesel,30,65.7,2.0,9,Высокое использование,Средний класс,4812.9,66.1,True
 4 Series,2016,14999,Automatic,48891,Diesel,30,62.8,2.0,10,Высокое использование,Средний класс,4889.1,62.2,False
 1 Series,2019,15989,Automatic,11153,Petrol,145,55.5,1.5,7,В хорошем состоянии,Средний класс,1593.3,77.2,True
 4 Series,2017,19352,Automatic,36220,Diesel,145,65.7,2.0,9,Высокое использование,Средний класс,4024.4,67.2,False
 X5,2018,36000,Automatic,33000,Diesel,150,47.1,3.0,8,Высокое использование,Люкс,4125.0,70.7,False
 4 Series,2018,20000,Automatic,35042,Diesel,145,65.7,2.0,8,Высокое использование,Средний класс,4380.2,70.4,False
 1 Series,2019,19000,Automatic,14759,Diesel,150,67.3,2.0,7,В хорошем состоянии,Средний класс,2108.4,76.6,False
 3 Series,2018,21000,Automatic,15871,Diesel,150,64.2,2.0,8,Высокое использование,Премиум,1983.9,73.5,False
 X3,2017,28399,Automatic,13955,Diesel,145,47.9,3.0,9,Высокое использование,Люкс,1550.6,70.8,False
 3 Series,2009,4495,Manual,138026,Petrol,205,42.8,2.0,17,В поддержанном состоянии,Бюджетные,8119.2,26.9,False
 2 Series,2016,13790,Manual,27255,Petrol,125,50.4,1.5,10,Высокое использование,Бюджетные,2725.5,65.6,False
 1 Series,2016,9749,Manual,57277,Diesel,0,78.5,1.5,10,Высокое использование,Бюджетные,5727.7,60.8,True
 3 Series,2015,9210,Automatic,98503,Diesel,30,65.7,2.0,11,Высокое использование,Бюджетные,8954.8,51.2,True
 1 Series,2016,9699,Manual,52811,Diesel,0,83.1,1.5,10,Высокое использование,Бюджетные,5281.1,61.6,True
 2 Series,2017,19559,Automatic,10131,Diesel,145,60.1,2.0,9,Высокое использование,Средний класс,1125.7,71.4,False
 3 Series,2018,19988,Manual,10877,Petrol,150,47.9,2.0,8,Высокое использование,Средний класс,1359.6,74.3,False
 X3,2015,22666,Automatic,32988,Diesel,205,47.1,3.0,11,Высокое использование,Премиум,2998.9,61.7,False
 X5,2016,32499,Automatic,27851,Diesel,205,47.1,3.0,10,Высокое использование,Люкс,2785.1,65.5,False
 X6,2015,29889,Automatic,31100,Diesel,205,44.8,3.0,11,Высокое использование,Люкс,2827.3,62.0,False
 4 Series,2018,27989,Automatic,10077,Petrol,150,39.2,3.0,8,Высокое использование,Люкс,1259.6,74.4,False
 2 Series,2015,13000,Automatic,38500,Diesel,20,68.9,2.0,11,Высокое использование,Бюджетные,3500.0,60.8,False
 X1,2017,16888,Automatic,30687,Diesel,30,65.7,2.0,9,Высокое использование,Средний класс,3409.7,68.1,False
 1 Series,2017,15000,Automatic,46222,Petrol,145,47.9,2.0,9,Высокое использование,Средний класс,5135.8,65.6,False
 X5,2017,32000,Automatic,41567,Diesel,200,47.1,3.0,9,Высокое использование,Люкс,4618.6,66.3,False
 X4,2016,26000,Automatic,27580,Diesel,205,47.9,3.0,10,Высокое использование,Премиум,2758.0,65.6,False
 3 Series,2012,13900,Automatic,52000,Petrol,205,43.5,2.0,14,Высокое использование,Бюджетные,3714.3,49.7,False
 3 Series,2019,34000,Automatic,4000,Diesel,150,47.9,3.0,7,В хорошем состоянии,Люкс,571.4,78.4,False
 1 Series,2015,9700,Manual,48258,Diesel,30,65.7,2.0,11,Высокое использование,Бюджетные,4387.1,59.3,False
 1 Series,2019,23000,Manual,5121,Petrol,145,44.1,1.5,7,В хорошем состоянии,Премиум,731.6,78.2,False
 X2,2019,28000,Automatic,4773,Diesel,145,58.9,2.0,7,В хорошем состоянии,Люкс,681.9,78.2,False
 X1,2019,24899,Manual,5322,Petrol,145,51.4,1.5,7,В хорошем состоянии,Премиум,760.3,78.1,False
 3 Series,2014,10147,Manual,55150,Diesel,30,61.4,2.0,12,Высокое использование,Бюджетные,4595.8,55.2,True
 X1,2016,14999,Manual,32794,Diesel,20,68.9,2.0,10,Высокое использование,Средний класс,3279.4,64.8,False
 X1,2016,16595,Manual,25913,Diesel,125,58.9,2.0,10,Высокое использование,Средний класс,2591.3,65.9,False
 5 Series,2016,15395,Automatic,33953,Diesel,30,62.8,2.0,10,Высокое использование,Средний класс,3395.3,64.6,False
 2 Series,2016,15299,Automatic,21594,Petrol,125,51.4,1.5,10,Высокое использование,Средний класс,2159.4,66.5,False
 4 Series,2014,12199,Manual,68000,Diesel,125,58.9,2.0,12,Высокое использование,Бюджетные,5666.7,53.1,True
 4 Series,2016,15499,Manual,55802,Diesel,30,62.8,2.0,10,Высокое использование,Средний класс,5580.2,61.1,False
 X3,2016,21999,Automatic,25291,Diesel,145,54.3,2.0,10,Высокое использование,Премиум,2529.1,66.0,False
 1 Series,2015,9890,Manual,30416,Diesel,0,78.5,1.5,11,Высокое использование,Бюджетные,2765.1,62.1,False
 3 Series,2016,18790,Automatic,31000,Diesel,200,49.6,3.0,10,Высокое использование,Средний класс,3100.0,65.0,False
 1 Series,2014,8590,Manual,52447,Petrol,150,50.4,1.6,12,Высокое использование,Бюджетные,4370.6,55.6,True
 2 Series,2017,14295,Manual,31453,Diesel,20,68.9,1.5,9,Высокое использование,Бюджетные,3494.8,68.0,False
 X2,2018,19999,Automatic,27359,Diesel,145,52.3,2.0,8,Высокое использование,Средний класс,3419.9,71.6,False
 1 Series,2018,19995,Automatic,14449,Diesel,145,48.7,2.0,8,Высокое использование,Средний класс,1806.1,73.7,False
 X1,2016,18000,Automatic,32624,Diesel,125,57.6,2.0,10,Высокое использование,Средний класс,3262.4,64.8,False
 Z4,2017,17979,Automatic,21779,Petrol,200,41.5,2.0,9,Высокое использование,Средний класс,2419.9,69.5,False
 3 Series,2015,12237,Manual,56111,Diesel,30,64.2,2.0,11,Высокое использование,Бюджетные,5101.0,58.0,False
 2 Series,2016,13995,Manual,38412,Diesel,30,64.2,2.0,10,Высокое использование,Бюджетные,3841.2,63.9,False
 2 Series,2018,17999,Automatic,5301,Petrol,145,36.7,1.5,8,Высокое использование,Средний класс,662.6,75.2,False
 2 Series,2015,12405,Automatic,39132,Petrol,125,53.3,1.5,11,Высокое использование,Бюджетные,3557.5,60.7,False
 1 Series,2016,9977,Manual,47905,Diesel,0,78.5,1.5,10,Высокое использование,Бюджетные,4790.5,62.3,True
 3 Series,2015,11699,Manual,42831,Diesel,20,68.9,2.0,11,Высокое использование,Бюджетные,3893.7,60.1,True
 3 Series,2015,9773,Manual,71339,Diesel,30,67.3,2.0,11,Высокое использование,Бюджетные,6485.4,55.6,True
 X7,2019,59988,Automatic,7791,Diesel,145,33.6,3.0,7,В хорошем состоянии,Люкс,1113.0,77.8,False
 X4,2016,23700,Automatic,30241,Diesel,200,47.9,3.0,10,Высокое использование,Премиум,3024.1,65.2,False
 X3,2016,23000,Automatic,41462,Diesel,200,47.1,3.0,10,Высокое использование,Премиум,4146.2,63.4,False
 1 Series,2015,16900,Automatic,39687,Petrol,235,37.7,3.0,11,Высокое использование,Средний класс,3607.9,60.7,False
 1 Series,2017,14925,Automatic,23786,Diesel,20,67.3,2.0,9,Высокое использование,Средний класс,2642.9,69.2,False
 6 Series,2015,16250,Automatic,72720,Diesel,160,49.6,3.0,11,Высокое использование,Средний класс,6610.9,55.4,True
 5 Series,2014,14717,Automatic,60389,Diesel,145,55.4,2.0,12,Высокое использование,Бюджетные,5032.4,54.3,False
 1 Series,2017,12199,Manual,22361,Diesel,0,83.1,1.5,9,Высокое использование,Бюджетные,2484.6,69.4,True
 5 Series,2015,15999,Automatic,55673,Diesel,160,49.6,3.0,11,Высокое использование,Средний класс,5061.2,58.1,False
 M4,2019,48989,Automatic,19,Petrol,145,32.5,3.0,7,В хорошем состоянии,Люкс,2.7,79.0,False
 X4,2019,43500,Automatic,2380,Petrol,145,26.9,3.0,7,В хорошем состоянии,Люкс,340.0,78.6,False
 M4,2019,46000,Automatic,2460,Petrol,145,34.0,3.0,7,В хорошем состоянии,Люкс,351.4,78.6,False
 5 Series,2018,29000,Automatic,6500,Hybrid,140,156.9,2.0,8,Высокое использование,Люкс,812.5,75.0,False
 3 Series,2016,14599,Automatic,54518,Diesel,30,64.2,2.0,10,Высокое использование,Бюджетные,5451.8,61.3,False
 X1,2016,15999,Manual,44434,Diesel,125,58.9,2.0,10,Высокое использование,Средний класс,4443.4,62.9,False
